,asset,scenario,chan,param,sharp_ratio,tot_pnl,std_pnl,num_days,max_drawdown,max_dd_period,profit_dd_ratio,all_profit,tot_cost,win_ratio,num_win,num_loss,profit_per_win,profit_per_loss
6,SR,4,0,4,1.3753709644639516,1644.0,37.950039090017654,500,-526.0,107,3.1254752851711025,1470.0,-127.0,0.6507936507936508,41,22,70.53658536585365,-64.63636363636364
7,SR,53,2,11,1.3657927418706317,1350.0,31.38189999497464,500,-394.0,109,3.4263959390862944,1208.0,-91.0,0.5777777777777777,26,19,82.57692307692308,-49.421052631578945
8,SR,30,1,9,1.3377210629419822,1405.0,33.34579109223733,500,-330.0,94,4.257575757575758,1083.0,-133.0,0.5,33,32,80.78787878787878,-49.46875
9,SR,14,0,14,1.329380419354899,1539.0,36.755269222674215,500,-490.0,72,3.1408163265306124,1149.0,-223.0,0.4954954954954955,55,54,69.01818181818182,-49.01851851851852
0,TA,71,3,8,1.4159259147743022,1954.0,43.81414034062035,500,-414.0,78,4.719806763285024,1598.0,-300.0,0.49333333333333335,37,37,99.24324324324324,-56.054054054054056
1,TA,70,3,7,1.390220494871803,1888.0,43.11700332759576,500,-450.0,29,4.195555555555556,1552.0,-332.0,0.46987951807228917,39,43,102.71794871794872,-57.06976744186046
2,TA,64,3,1,1.3639526959333736,1932.0,44.97157311877755,500,-424.0,78,4.556603773584905,1630.0,-280.0,0.45714285714285713,32,37,116.1875,-56.432432432432435
3,TA,77,3,14,1.3243768983347681,1878.0,45.02090879199257,500,-450.0,58,4.173333333333333,1340.0,-428.0,0.45794392523364486,49,58,92.20408163265306,-54.793103448275865
4,TA,79,3,16,1.317621908118195,1836.0,44.23969617249727,500,-460.0,22,3.991304347826087,1476.0,-332.0,0.4578313253012048,38,45,107.10526315789474,-57.644444444444446
5,TA,73,3,10,1.309276019555118,1900.0,46.07365367676252,500,-570.0,133,3.3333333333333335,1782.0,-226.0,0.48214285714285715,27,29,136.22222222222223,-65.37931034482759
6,TA,63,3,0,1.2793967200183838,1774.0,44.02290003458325,500,-560.0,148,3.1678571428571427,1462.0,-320.0,0.4375,35,44,112.22857142857143,-56.04545454545455
7,TA,76,3,13,1.2583473782488568,1948.0,49.149450872233395,500,-480.0,133,4.058333333333334,1678.0,-174.0,0.4883720930232558,21,22,157.14285714285714,-73.72727272727273
8,TA,72,3,9,1.2536797875218098,1784.0,45.179195382286096,500,-408.0,34,4.372549019607843,1500.0,-262.0,0.4461538461538462,29,36,127.03448275862068,-60.666666666666664
9,TA,78,3,15,1.1693087497045438,1682.0,45.66958425310771,500,-528.0,92,3.1856060606060606,1262.0,-384.0,0.4166666666666667,40,55,106.45,-54.472727272727276
0,i,35,1,14,2.011054346272671,330.0,5.393159598929392,483,-61.5,61,5.365853658536586,188.0,-120.5,0.4083333333333333,49,65,11.051020408163266,-5.438461538461539
1,i,56,2,14,1.9476340909974976,317.0,5.349399516493943,483,-52.5,117,6.038095238095238,192.0,-116.5,0.43103448275862066,50,64,10.73,-5.3828125
2,i,36,1,15,1.8234957874140791,302.5,5.452224804992499,483,-75.5,64,4.006622516556291,154.5,-111.5,0.38738738738738737,43,60,11.255813953488373,-5.491666666666666
3,i,39,1,18,1.8216787805105785,319.0,5.755353758678719,483,-61.0,61,5.229508196721311,247.5,-72.0,0.4722222222222222,34,34,13.602941176470589,-6.323529411764706
4,i,57,2,15,1.819357426711035,301.5,5.446561704996073,483,-50.5,61,5.97029702970297,167.0,-106.5,0.42452830188679247,45,54,10.688888888888888,-5.814814814814815
5,i,42,2,0,1.7232613965558874,286.5,5.464200247354322,483,-51.5,61,5.563106796116505,173.0,-92.5,0.42391304347826086,39,49,11.782051282051283,-5.846938775510204
6,i,60,2,18,1.698733683571113,292.0,5.649508842768074,483,-46.5,111,6.279569892473118,221.0,-72.0,0.4861111111111111,35,34,12.4,-6.264705882352941
7,i,14,0,14,1.6772804421882497,304.0,5.956910023212297,483,-56.5,61,5.380530973451328,136.5,-147.5,0.36054421768707484,53,91,11.415094339622641,-5.148351648351649
8,i,22,1,1,1.6689798389712154,289.0,5.691148159678439,483,-57.5,21,5.026086956521739,207.5,-76.5,0.5131578947368421,39,35,11.871794871794872,-7.3
9,i,29,1,8,1.6397706598793538,281.5,5.642199361237696,483,-61.0,61,4.614754098360656,174.5,-87.5,0.4827586206896552,42,42,11.535714285714286,-7.380952380952381
0,ru,69,3,6,1.3718155075979384,6280.0,145.343027322202,500,-1965.0,200,3.1959287531806617,5555.0,-375.0,0.40540540540540543,15,22,732.3333333333334,-246.8181818181818
1,ru,82,3,19,1.1437573432450348,5055.0,140.31933912995646,500,-2585.0,200,1.9555125725338491,4265.0,-605.0,0.4,24,36,480.2083333333333,-201.66666666666666
2,ru,68,3,5,1.1027519691297116,5085.0,146.40077689325935,500,-1910.0,200,2.662303664921466,4280.0,-435.0,0.4418604651162791,19,24,542.1052631578947,-250.83333333333334
3,ru,80,3,17,1.0810833257083172,4765.0,139.93746491978607,500,-2325.0,112,2.0494623655913977,4115.0,-705.0,0.44285714285714284,31,39,400.80645161290323,-213.07692307692307
4,ru,81,3,18,1.0678227022631837,4685.0,139.29666263209927,500,-2290.0,200,2.0458515283842793,3930.0,-675.0,0.43283582089552236,29,38,409.13793103448273,-208.81578947368422
5,ru,67,3,4,1.050074508542055,4935.0,149.20978594060406,500,-2335.0,200,2.113490364025696,4290.0,-485.0,0.4583333333333333,22,26,491.1363636363636,-250.57692307692307
6,ru,79,3,16,0.9676741733460829,4180.0,137.14418491102646,500,-2435.0,410,1.7166324435318274,3535.0,-815.0,0.43209876543209874,35,45,357.0,-199.11111111111111
7,ru,66,3,3,0.9669213927562362,4495.0,147.59403069159532,500,-2315.0,200,1.9416846652267818,3925.0,-535.0,0.41509433962264153,22,31,497.27272727272725,-226.29032258064515
8,ru,65,3,2,0.9607090995174733,4385.0,144.91320427603242,500,-2140.0,70,2.0490654205607477,3740.0,-595.0,0.4067796610169492,24,34,478.5416666666667,-227.7941176470588
9,ru,83,3,20,0.9494671479442152,4275.0,142.9507514309363,500,-2785.0,200,1.5350089766606823,3550.0,-575.0,0.40350877192982454,23,34,478.2608695652174,-219.11764705882354
0,j,80,3,17,1.9763883368877948,485.0,7.7911169292991636,500,-113.5,356,4.273127753303965,342.0,-68.5,0.45588235294117646,31,34,22.20967741935484,-10.191176470588236
1,j,38,1,17,1.884804407588574,491.0,8.270760967042143,500,-99.5,300,4.934673366834171,335.5,-75.5,0.41333333333333333,31,42,23.64516129032258,-9.464285714285714
2,j,17,0,17,1.8682567152788452,525.5,8.93030793419797,500,-133.0,289,3.9511278195488724,360.5,-87.5,0.4367816091954023,38,45,21.11842105263158,-9.822222222222223
3,j,77,3,14,1.8295672043490674,421.0,7.305736346675417,500,-100.0,357,4.21,287.0,-101.5,0.39603960396039606,40,55,17.625,-7.6
4,j,59,2,17,1.827850636276841,460.0,7.990011299186143,500,-125.0,290,3.68,297.0,-74.5,0.40540540540540543,30,41,23.666666666666668,-10.073170731707316
5,j,83,3,20,1.7724591821707767,444.0,7.9531100784435065,500,-140.0,287,3.1714285714285713,336.0,-58.5,0.4482758620689655,26,29,26.03846153846154,-11.758620689655173
6,j,41,1,20,1.7536514694426795,465.0,8.418601171892085,500,-133.0,178,3.4962406015037595,338.5,-65.5,0.4153846153846154,27,37,27.85185185185185,-11.175675675675675
7,j,81,3,18,1.7534032322372113,435.5,7.885634118503204,500,-132.0,357,3.2992424242424243,312.0,-65.5,0.46153846153846156,30,35,22.333333333333332,-10.228571428571428
8,j,40,1,19,1.7525493895778967,461.0,8.351431543013167,500,-129.0,118,3.5736434108527133,348.5,-67.5,0.417910447761194,28,38,27.071428571428573,-10.776315789473685
9,j,74,3,11,1.7381301759697412,438.5,8.009724237745608,500,-110.0,287,3.9863636363636363,301.5,-48.5,0.5416666666666666,26,21,23.03846153846154,-14.166666666666666
0,jd,6,0,6,0.41561376043895776,317.0,33.82101117401281,358,-528.0,189,0.6003787878787878,25.0,-87.0,0.46511627906976744,20,23,76.35,-65.30434782608695
1,jd,0,0,0,0.41290342790449497,283.0,30.39171380646096,358,-290.0,76,0.9758620689655172,-82.0,-163.0,0.41975308641975306,34,47,54.470588235294116,-41.148936170212764
2,jd,55,2,13,0.4118295679151673,266.0,28.640550161663157,358,-365.0,38,0.7287671232876712,124.0,-75.0,0.4594594594594595,17,20,76.41176470588235,-58.75
3,jd,27,1,6,0.3986555102809609,287.0,31.92282882177504,358,-362.0,70,0.7928176795580111,168.0,-68.0,0.5,17,17,80.52941176470588,-70.6470588235294
4,jd,13,0,13,0.3876128242556498,276.0,31.573897042424843,358,-530.0,210,0.5207547169811321,-49.0,-105.0,0.5,26,26,64.34615384615384,-66.23076923076923
5,jd,49,2,7,0.34167142667141615,198.0,25.6964880934428,358,-357.0,159,0.5546218487394958,-70.0,-139.0,0.4057971014492754,28,41,51.607142857142854,-36.951219512195124
6,jd,42,2,0,0.3315227624141167,192.0,25.68059725634253,358,-293.0,168,0.6552901023890785,1.0,-127.0,0.3968253968253968,25,38,54.72,-35.973684210526315
7,jd,20,0,20,0.3301561396803498,237.0,31.8307016387041,358,-370.0,209,0.6405405405405405,-134.0,-131.0,0.4461538461538462,29,36,57.241379310344826,-49.833333333333336
8,jd,57,2,15,0.30588551611099085,173.0,25.078666117508075,358,-284.0,95,0.6091549295774648,-95.0,-145.0,0.4166666666666667,30,42,49.96666666666667,-37.95238095238095
9,jd,48,2,6,0.3009052646138866,213.0,31.3882469640821,358,-391.0,70,0.5447570332480819,176.0,-60.0,0.4666666666666667,14,16,87.92857142857143,-65.9375
0,jm,56,2,14,0.986094534703127,164.0,5.280263095406651,500,-166.5,448,0.984984984984985,52.5,-104.0,0.3557692307692308,37,60,11.783783783783784,-6.391666666666667
1,jm,58,2,16,0.8129349886634288,141.5,5.526254606870726,500,-173.5,448,0.8155619596541787,35.0,-87.0,0.27586206896551724,24,59,18.1875,-6.805084745762712
2,jm,79,3,16,0.7254298569261713,122.0,5.339427213281577,500,-181.5,448,0.6721763085399449,21.5,-81.0,0.30864197530864196,25,53,16.6,-7.4245283018867925
3,jm,57,2,15,0.7237464051879072,124.5,5.461515843666596,500,-162.5,448,0.7661538461538462,11.5,-98.0,0.32653061224489793,32,61,12.9375,-6.598360655737705
4,jm,77,3,14,0.6449911903033277,104.5,5.143903039225556,500,-185.0,448,0.5648648648648649,-1.0,-102.0,0.3627450980392157,37,61,11.04054054054054,-6.713114754098361
5,jm,50,2,8,0.6434758727951155,114.5,5.649415083135875,500,-177.0,448,0.6468926553672316,23.0,-79.0,0.3291139240506329,26,52,16.942307692307693,-8.028846153846153
6,jm,14,0,14,0.6168243923357868,117.5,6.047927732679966,500,-212.0,438,0.5542452830188679,-10.5,-136.5,0.36764705882352944,50,83,10.71,-6.578313253012048
7,jm,35,1,14,0.6100125325762132,102.0,5.308742741836149,500,-197.0,448,0.5177664974619289,-9.5,-109.0,0.3669724770642202,40,65,11.375,-7.1461538461538465
8,jm,43,2,1,0.6064588123751165,108.5,5.6801354629758185,500,-167.5,448,0.6477611940298508,8.5,-75.0,0.30666666666666664,23,49,17.956521739130434,-8.255102040816327
9,jm,64,3,1,0.594309143506841,102.0,5.449015281229274,500,-175.5,448,0.5811965811965812,12.0,-68.0,0.36764705882352944,25,42,15.54,-8.964285714285714
0,ag,23,1,2,0.7286521838839748,690.0,30.06485308099082,500,-546.0,198,1.2637362637362637,512.0,-117.0,0.41379310344827586,24,34,84.04166666666667,-44.26470588235294
1,ag,30,1,9,0.6912077618328616,639.0,29.35097401025563,500,-427.0,77,1.4964871194379392,479.0,-127.0,0.36507936507936506,23,39,88.34782608695652,-39.82051282051282
2,ag,39,1,18,0.6342310645804264,596.0,29.835204286709004,500,-560.0,198,1.0642857142857143,446.0,-123.0,0.36065573770491804,22,39,93.9090909090909,-41.53846153846154
3,ag,29,1,8,0.6170873222215438,562.0,28.91478434135406,500,-432.0,198,1.3009259259259258,427.0,-141.0,0.38571428571428573,27,43,77.81481481481481,-38.93023255813954
